459;333
408;373
333;535
222;450
549;613
269;870
239;510
126;565
399;396
142;971
261;347
334;499
446;593
319;670
316;86
575;181
19;741
456;422
185;770
388;31
509;159
438;971
350;721
37;863
371;953
301;271
232;887
44;132
430;819
369;979
230;839
272;367
597;573
484;284
88;288
535;89
302;557
207;976
413;579
174;382
523;84
532;564
207;681
436;403
7;730
35;478
282;387
498;650
18;432
256;278
507;875
569;277
291;611
131;252
511;298
6;858
323;670
408;633
470;73
250;915
419;58
383;873
368;16
346;776
86;257
119;54
120;878
305;705
73;468
100;525
48;489
391;114
265;379
510;745
1;663
451;287
135;887
245;726
314;543
286;572
427;304
131;103
492;397
414;103
266;491
331;348
53;480
499;471
25;654
267;28
302;169
288;951
197;366
400;39
49;748
263;284
269;651
44;117
208;571
468;134
343;82
384;735
310;932
108;173
196;791
317;621
242;724
503;233
19;893
227;814
500;465
93;649
506;982
455;164
18;973
7;931
524;191
51;300
365;8
405;234
273;638
43;390
246;48
368;212
439;445
94;440
40;941
23;902
56;869
325;177
479;738
237;89
222;491
304;21
504;500
560;569
586;898
257;73
354;142
89;176
472;963
297;186
357;368
82;852
433;313
274;138
142;924
319;242
429;202
14;646
57;575
348;849
185;299
551;65
462;702
344;197
354;523
505;757
290;410
182;646
296;272
104;501
151;239
33;600
322;850
401;190
469;595
381;382
107;806
400;979
176;630
533;786
552;862
47;947
250;187
548;775
196;326
19;563
75;603
587;527
237;961
254;631
556;429
125;571
468;391
515;872
243;734
247;219
533;863
412;951
437;413
270;851
29;295
564;112
184;43
546;915
54;388
71;462
321;856
444;169
20;147
109;740
528;401
114;68
345;374
47;21
274;803
379;159
391;391
170;872
59;167
394;329
98;319
197;149
91;306
121;961
309;496
489;676
542;279
143;783
83;602
460;686
318;933
467;141
221;911
301;48
571;113
312;251
58;242
365;878
256;646
531;156
566;292
119;773
446;280
536;54
211;112
49;26
103;749
245;970
214;454
543;375
257;232
158;668
240;621
102;892
545;416
472;530
539;81
204;948
187;267
416;650
390;398
114;719
436;702
373;563
502;773
482;6
21;96
414;301
236;927
449;256
251;449
303;492
263;727
417;268
75;374
322;767
200;46
92;521
71;216
193;349
311;142
133;374
58;271
45;308
214;40
384;143
167;413
582;269
282;980
242;772
359;77
162;545
371;70
17;792
82;775
81;534
429;609
577;109
515;927
158;397
369;603
65;878
468;848
48;349
460;241
448;956
47;56
274;756
387;641
596;246
534;370
464;585
547;610
375;244
277;42
251;424
409;129
201;621
143;437
594;902
203;625
238;624
249;838
391;6
60;561
77;664
2;243
496;994
144;514
292;738
449;551
432;867
105;588
451;554
231;583
248;336
67;408
299;334
412;871
194;865
16;309
275;393
19;164
165;570
516;526
209;210
56;906
539;875
455;727
236;505
144;305
14;941
378;355
473;396
36;641
9;604
118;739
157;953
503;869
452;447
446;28
382;628
198;966
102;418
152;255
594;764
587;1
147;504
345;932
430;182
167;634
134;79
439;753
361;275
508;209
22;735
295;273
510;891
464;360
337;966
306;394
542;702
170;661
53;484
584;759
176;385
371;603
183;949
298;213
371;202
213;344
109;285
506;589
28;96
500;151
48;823
197;474
359;58
251;30
274;412
575;164
112;228
544;912
422;367
204;120
249;57
46;471
354;101
424;868
168;285
272;891
381;462
44;240
84;314
220;797
506;873
388;314
375;307
307;770
219;228
304;809
222;517
475;487
151;673
77;552
93;135
246;654
150;254
284;387
35;618
182;331
522;245
288;366
161;735
498;25
190;417
334;984
46;248
574;951
246;738
3;732
267;941
525;391
249;926
319;78
314;973
54;346
403;319
547;439
239;158
293;382
401;426
133;850
247;586
172;540
247;296
87;45
127;656
529;967
575;767
343;735
92;370
300;516
565;736
468;130
240;921
447;450
364;502
21;181
193;290
261;4
442;388
557;75
101;583
154;975
504;352
209;629
528;295
105;174
274;322
159;554
543;535
161;531
557;93
231;447
220;457
445;15
546;908
32;330
491;684
105;522
398;396
569;826
168;86
476;422
95;771
196;293
228;435
501;40
64;403
526;226
56;388
20;578
287;101
199;519
145;982
162;131
179;688
288;659
170;452
111;15
469;145
421;790
434;910
147;748
113;945
296;838
231;470
489;50
597;369
110;739
400;949
403;52
480;891
245;778
161;842
374;524
382;702
138;415
223;428
14;395
408;304
169;59
359;361
469;575
312;733
589;247
120;613
528;938
184;220
307;915
514;649
315;680
110;489
161;751
119;730
535;363
261;971
493;116
311;650
54;242
20;109
506;448
450;810
159;395
432;793
315;686
106;5
176;298
376;425
55;961
22;394
444;34
442;905
572;272
463;140
77;206
102;744
324;11
282;651
288;327
253;944
184;728
155;483
56;989
21;249
516;924
337;414
1;875
76;849
142;973
588;407
6;83
173;645
181;763
17;770
186;303
198;1000
386;588
69;398
490;775
77;200
64;309
89;19
308;920
462;104
19;83
244;139
16;393
538;608
294;130
589;179
249;976
159;130
393;898
332;344
429;708
590;287
537;715
426;348
501;920
299;768
554;561
494;925
150;646
500;795
580;273
161;471
595;60
307;63
533;745
471;220
372;900
248;972
407;544
321;533
239;253
109;514
495;271
569;800
596;634
584;100
241;93
173;552
94;334
417;277
503;539
442;284
360;11
428;577
42;360
239;916
250;347
372;589
198;914
465;110
396;776
157;28
240;682
316;938
505;687
185;417
569;753
253;762
197;387
281;958
266;162
43;267
327;25
23;502
287;73
437;624
65;186
103;708
207;303
578;309
51;486
166;650
176;870
523;18
415;227
437;676
596;174
484;772
313;804
201;51
14;230
306;152
468;383
87;254
338;282
490;506
194;995
269;818
526;201
482;901
531;735
148;694
197;443
461;711
172;304
411;532
250;377
162;898
571;162
85;580
433;879
18;174
190;138
399;129
528;930
19;450
387;861
109;309
246;26
117;111
112;82
475;560
269;249
330;576
257;616
60;493
252;179
127;688
479;537
518;43
215;1000
313;912
507;800
452;437
545;442
36;17
412;303
498;378
245;59
480;806
44;247
259;991
309;747
416;825
245;891
452;206
484;356
551;55
323;368
197;761
5;896
447;555
363;647
538;678
454;749
276;807
589;167
256;494
84;263
89;131
495;700
483;61
548;555
420;814
152;127
130;930
291;434
7;615
375;253
269;159
53;595
126;375
135;228
281;160
576;679
201;692
435;238
563;265
179;515
77;715
58;509
146;805
50;439
149;239
69;114
383;465
67;150
566;636
575;333
405;546
476;78
556;730
563;55
575;265
124;266
113;945
360;100
535;395
105;117
300;417
313;18
596;488
53;668
352;645
72;8
439;578
27;855
562;166
553;154
593;626
284;341
261;623
528;84
50;434
551;132
26;592
244;317
134;245
429;374
472;97
402;358
350;172
32;350
171;853
232;688
435;521
235;474
104;418
222;458
346;556
401;966
225;244
344;994
134;345
14;822
474;137
554;42
321;893
511;135
22;567
348;741
480;578
441;715
357;771
371;155
207;489
573;12
217;540
371;367
3;759
509;854
159;303
417;637
84;791
381;67
368;690
172;218
504;626
337;411
79;881
387;941
238;505
313;479
429;117
72;436
49;208
380;958
436;300
449;529
517;521
530;610
549;354
122;807
369;204
406;555
53;865
204;563
358;279
79;665
276;126
502;812
328;264
379;871
544;609
154;698
8;628
99;744
28;788
296;745
391;638
303;999
548;852
375;998
52;79
326;313
339;322
9;196
323;928
482;875
460;395
242;131
477;841
399;491
17;889
62;140
393;949
16;598
128;86
114;286
349;320
391;572
274;103
502;717
400;247
192;602
207;619
432;294
384;766
156;244
586;775
259;166
561;331
197;529
44;539
50;953
549;406
506;730
85;968
486;827
374;571
366;307
390;703
369;706
596;305
115;406
6;285
385;792
197;178
374;882
584;845
508;397
550;533
37;410
293;723
137;704
76;942
167;255
79;55
536;936
141;621
421;743
198;158
66;804
60;786
256;528
469;200
304;234
46;331
367;290
534;283
562;792
473;931
57;817
131;31
357;315
486;280
62;979
245;127
368;476
83;109
59;305
311;958
210;474
297;273
301;899
296;140
440;968
186;119
535;683
445;429
588;725
520;989
225;417
287;142
502;738
496;285
330;426
576;23
551;98
307;331
561;639
411;1
473;416
596;574
7;683
581;496
394;442
154;90
279;855
273;906
326;640
524;778
115;12
262;501
564;345
253;880
11;86
12;301
83;958
311;907
593;627
123;782
513;451
472;614
150;4
331;450
216;922
389;745
413;969
332;385
64;328
397;155
161;26
565;348
551;872
222;759
24;698
599;203
485;554
49;879
164;23
291;150
384;987
280;167
526;810
204;750
16;274
594;418
279;866
138;746
541;597
239;184
227;544
457;502
93;353
107;137
55;596
51;979
50;451
267;861
416;204
236;645
25;3
293;895
362;211
438;467
569;176
385;277
124;543
270;559
272;969
506;693
412;504
70;563
594;760
179;103
72;301
55;617
312;854
303;159
246;229
156;466
196;816
126;346
108;358
519;349
124;111
116;8
241;667
570;587
109;215
176;481
7;545
460;518
316;741
541;520
32;510
443;31
251;672
228;696
174;103
272;560
146;115
503;551
9;493
214;559
24;433
230;805
312;59
215;764
404;987
239;985
556;522
12;1000
5;68
549;639
169;95
356;869
367;828
23;732
251;843
278;964
214;473
547;834
252;992
271;237
491;494
425;234
269;205
497;71
260;260
115;445
353;693
466;353
26;373
109;911
53;756
254;561
481;442
