333;459
373;408
535;333
450;222
613;549
870;269
510;239
565;126
396;399
971;142
347;261
499;334
593;446
670;319
86;316
181;575
741;19
422;456
770;185
31;388
159;509
971;438
721;350
863;37
953;371
271;301
887;232
132;44
819;430
979;369
839;230
367;272
573;597
284;484
288;88
89;535
557;302
976;207
579;413
382;174
84;523
564;532
681;207
403;436
730;7
478;35
387;282
650;498
432;18
278;256
875;507
277;569
611;291
252;131
298;511
858;6
670;323
633;408
73;470
915;250
58;419
873;383
16;368
776;346
257;86
54;119
878;120
705;305
468;73
525;100
489;48
114;391
379;265
745;510
663;1
287;451
887;135
726;245
543;314
572;286
304;427
103;131
397;492
103;414
491;266
348;331
480;53
471;499
654;25
28;267
169;302
951;288
366;197
39;400
748;49
284;263
651;269
117;44
571;208
134;468
82;343
735;384
932;310
173;108
791;196
621;317
724;242
233;503
893;19
814;227
465;500
649;93
982;506
164;455
973;18
931;7
191;524
300;51
8;365
234;405
638;273
390;43
48;246
212;368
445;439
440;94
941;40
902;23
869;56
177;325
738;479
89;237
491;222
21;304
500;504
569;560
898;586
73;257
142;354
176;89
963;472
186;297
368;357
852;82
313;433
138;274
924;142
242;319
202;429
646;14
575;57
849;348
299;185
65;551
702;462
197;344
523;354
757;505
410;290
646;182
272;296
501;104
239;151
600;33
850;322
190;401
595;469
382;381
806;107
979;400
630;176
786;533
862;552
947;47
187;250
775;548
326;196
563;19
603;75
527;587
961;237
631;254
429;556
571;125
391;468
872;515
734;243
219;247
863;533
951;412
413;437
851;270
295;29
112;564
43;184
915;546
388;54
462;71
856;321
169;444
147;20
740;109
401;528
68;114
374;345
21;47
803;274
159;379
391;391
872;170
167;59
329;394
319;98
149;197
306;91
961;121
496;309
676;489
279;542
783;143
602;83
686;460
933;318
141;467
911;221
48;301
113;571
251;312
242;58
878;365
646;256
156;531
292;566
773;119
280;446
54;536
112;211
26;49
749;103
970;245
454;214
375;543
232;257
668;158
621;240
892;102
416;545
530;472
81;539
948;204
267;187
650;416
398;390
719;114
702;436
563;373
773;502
6;482
96;21
301;414
927;236
256;449
449;251
492;303
727;263
268;417
374;75
767;322
46;200
521;92
216;71
349;193
142;311
374;133
271;58
308;45
40;214
143;384
413;167
269;582
980;282
772;242
77;359
545;162
70;371
792;17
775;82
534;81
609;429
109;577
927;515
397;158
603;369
878;65
848;468
349;48
241;460
956;448
56;47
756;274
641;387
246;596
370;534
585;464
610;547
244;375
42;277
424;251
129;409
621;201
437;143
902;594
625;203
624;238
838;249
6;391
561;60
664;77
243;2
994;496
514;144
738;292
551;449
867;432
588;105
554;451
583;231
336;248
408;67
334;299
871;412
865;194
309;16
393;275
164;19
570;165
526;516
210;209
906;56
875;539
727;455
505;236
305;144
941;14
355;378
396;473
641;36
604;9
739;118
953;157
869;503
447;452
28;446
628;382
966;198
418;102
255;152
764;594
1;587
504;147
932;345
182;430
634;167
79;134
753;439
275;361
209;508
735;22
273;295
891;510
360;464
966;337
394;306
702;542
661;170
484;53
759;584
385;176
603;371
949;183
213;298
202;371
344;213
285;109
589;506
96;28
151;500
823;48
474;197
58;359
30;251
412;274
164;575
228;112
912;544
367;422
120;204
57;249
471;46
101;354
868;424
285;168
891;272
462;381
240;44
314;84
797;220
873;506
314;388
307;375
770;307
228;219
809;304
517;222
487;475
673;151
552;77
135;93
654;246
254;150
387;284
618;35
331;182
245;522
366;288
735;161
25;498
417;190
984;334
248;46
951;574
738;246
732;3
941;267
391;525
926;249
78;319
973;314
346;54
319;403
439;547
158;239
382;293
426;401
850;133
586;247
540;172
296;247
45;87
656;127
967;529
767;575
735;343
370;92
516;300
736;565
130;468
921;240
450;447
502;364
181;21
290;193
4;261
388;442
75;557
583;101
975;154
352;504
629;209
295;528
174;105
322;274
554;159
535;543
531;161
93;557
447;231
457;220
15;445
908;546
330;32
684;491
522;105
396;398
826;569
86;168
422;476
771;95
293;196
435;228
40;501
403;64
226;526
388;56
578;20
101;287
519;199
982;145
131;162
688;179
659;288
452;170
15;111
145;469
790;421
910;434
748;147
945;113
838;296
470;231
50;489
369;597
739;110
949;400
52;403
891;480
778;245
842;161
524;374
702;382
415;138
428;223
395;14
304;408
59;169
361;359
575;469
733;312
247;589
613;120
938;528
220;184
915;307
649;514
680;315
489;110
751;161
730;119
363;535
971;261
116;493
650;311
242;54
109;20
448;506
810;450
395;159
793;432
686;315
5;106
298;176
425;376
961;55
394;22
34;444
905;442
272;572
140;463
206;77
744;102
11;324
651;282
327;288
944;253
728;184
483;155
989;56
249;21
924;516
414;337
875;1
849;76
973;142
407;588
83;6
645;173
763;181
770;17
303;186
1000;198
588;386
398;69
775;490
200;77
309;64
19;89
920;308
104;462
83;19
139;244
393;16
608;538
130;294
179;589
976;249
130;159
898;393
344;332
708;429
287;590
715;537
348;426
920;501
768;299
561;554
925;494
646;150
795;500
273;580
471;161
60;595
63;307
745;533
220;471
900;372
972;248
544;407
533;321
253;239
514;109
271;495
800;569
634;596
100;584
93;241
552;173
334;94
277;417
539;503
284;442
11;360
577;428
360;42
916;239
347;250
589;372
914;198
110;465
776;396
28;157
682;240
938;316
687;505
417;185
753;569
762;253
387;197
958;281
162;266
267;43
25;327
502;23
73;287
624;437
186;65
708;103
303;207
309;578
486;51
650;166
870;176
18;523
227;415
676;437
174;596
772;484
804;313
51;201
230;14
152;306
383;468
254;87
282;338
506;490
995;194
818;269
201;526
901;482
735;531
694;148
443;197
711;461
304;172
532;411
377;250
898;162
162;571
580;85
